application,source_ip,source_hostname,destination_ip,destination_hostname,port,protocol,bytes_in,bytes_out,timestamp,behavior,info,archetype
XECHK,10.164.77.117,,10.164.105.102,,,TCP,4507139,1881303,2025-09-17T14:18:02.716905,Network,TCP,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:bbb:245f,,2001:0db8:5347:bd88:b5e6:6b44:2de7:52e4,,,HTTP,621187,3940131,2025-09-17T14:18:02.716905,Network,HTTP,Web + API Headless
XECHK,10.164.145.97,,10.164.105.11,,,UDP,4453593,1830340,2025-09-17T14:18:02.716905,Network,UDP,3-Tier
XECHK,10.164.144.242,,10.164.247.68,,,ICMP,2314664,561237,2025-09-17T14:18:02.716905,Network,ICMP,3-Tier
XECHK,2001:0db8:19ac:f41d:509b:1d1f:c8a4:c631,,2001:0db8:2315:22cb:786c:cebb:4d3a:530c,,,HTTPS,1703289,994379,2025-09-17T14:18:02.716905,Network,HTTPS,Web + API Headless
XECHK,10.164.14.125,,10.164.105.94,,,TLS,3299072,3863192,2025-09-17T14:18:02.716905,Network,TLS,3-Tier
XECHK,10.164.100.99,,10.164.146.239,,,HTTPS,3302932,3037302,2025-09-17T14:18:02.716905,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:2bda:f8d3:236f:4063:9b3c:1ef2,,2001:0db8:548b:87b5:d8a5:6c70:826c:92e9,,,TLS,303680,3699368,2025-09-17T14:18:02.717905,Network,TLS,3-Tier
XECHK,10.164.77.101,,10.164.105.176,,,UDP,1885285,4761178,2025-09-17T14:18:02.717905,Network,UDP,3-Tier
XECHK,10.164.165.89,,10.164.105.155,,,HTTP,1086321,1417399,2025-09-17T14:18:02.717905,Network,HTTP,Web + API Headless
XECHK,2001:0db8:cc48:bf30:e04e:e729:de20:44f6,,2001:0db8:730b:20c8:ad19:0ac5:2d4a:3c25,,,TLS,2145388,1815848,2025-09-17T14:18:02.717905,Network,TLS,3-Tier
XECHK,10.164.212.171,,10.164.105.190,,,ICMP,2689264,2236225,2025-09-17T14:18:02.717905,Network,ICMP,3-Tier
XECHK,10.164.144.26,,10.164.105.218,,,TCP,4135719,4984027,2025-09-17T14:18:02.717905,Network,TCP,3-Tier
XECHK,2001:0db8:ea19:a1e1:2524:04c4:d0ac:3238,,2001:0db8:2582:6d22:87c8:43d1:7aee:4b87,,,ICMP,710173,4789202,2025-09-17T14:18:02.717905,Network,ICMP,3-Tier
XECHK,10.164.143.68,,10.164.105.87,,,UDP,2363551,3866786,2025-09-17T14:18:02.717905,Network,UDP,3-Tier
XECHK,10.164.144.228,,10.164.105.15,,,UDP,2059792,2187462,2025-09-17T14:18:02.717905,Network,UDP,3-Tier
XECHK,2001:0db8:cd65:8915:21e3:6c05:7b55:11c8,,2001:0db8:ff9b:ca90:eaee:4926:2849:27b4,,,ICMP,4437790,4190378,2025-09-17T14:18:02.717905,Network,ICMP,3-Tier
XECHK,10.164.145.8,,10.164.221.185,,,HTTP,3275148,4728988,2025-09-17T14:18:02.717905,Network,HTTP,Web + API Headless
XECHK,10.164.145.128,,10.164.105.117,,,ICMP,2250453,2814607,2025-09-17T14:18:02.717905,Network,ICMP,3-Tier
XECHK,2001:0db8:cd65:8915:21e3:6c05:7ad7:b892,,2001:0db8:ff9b:ca90:eaee:4926:bdce:df88,,,HTTPS,2272292,3297153,2025-09-17T14:18:02.717905,Network,HTTPS,Web + API Headless
XECHK,10.164.145.239,,10.164.105.199,,,TCP,1750245,2352006,2025-09-17T14:18:02.717905,Network,TCP,3-Tier
XECHK,10.164.73.21,,10.164.178.95,,,TCP,2785556,2570045,2025-09-17T14:18:02.717905,Network,TCP,3-Tier
XECHK,2001:0db8:d800:5df2:8e9d:ecdd:aef2:2cd1,,2001:0db8:e2e2:3221:19e6:078e:cc56:5ee8,,,HTTPS,2710529,3114183,2025-09-17T14:18:02.717905,Network,HTTPS,Web + API Headless
XECHK,10.164.145.102,,10.164.218.115,,,UDP,3801919,2316998,2025-09-17T14:18:02.717905,Network,UDP,3-Tier
XECHK,10.164.144.62,,10.164.105.184,,,TCP,1523509,3228186,2025-09-17T14:18:02.717905,Network,TCP,3-Tier
XECHK,2001:0db8:eb39:3fe9:c1cf:2858:1af3:9263,,2001:0db8:6273:239c:1776:74af:640d:8790,,,UDP,1320677,3485298,2025-09-17T14:18:02.717905,Network,UDP,3-Tier
XECHK,10.164.144.78,,10.164.105.227,,,ICMP,468590,3798605,2025-09-17T14:18:02.717905,Network,ICMP,3-Tier
XECHK,10.164.77.57,,10.164.246.118,,,ICMP,251754,4481041,2025-09-17T14:18:02.717905,Network,ICMP,3-Tier
XECHK,2001:0db8:1459:29f9:d6a4:a1fb:fdca:3e74,,2001:0db8:a0dc:7a35:87fe:caa4:5582:b668,,,UDP,666262,3090230,2025-09-17T14:18:02.717905,Network,UDP,3-Tier
XECHK,10.164.77.24,,10.164.40.143,,,UDP,2343642,1478425,2025-09-17T14:18:02.717905,Network,UDP,3-Tier
XECHK,10.164.77.228,,10.164.105.205,,,TLS,4178190,407965,2025-09-17T14:18:02.717905,Network,TLS,3-Tier
XECHK,2001:0db8:eb39:3fe9:c1cf:2858:6353:fe93,,2001:0db8:6273:239c:1776:74af:cf6:53c3,,,ICMP,3447264,2864382,2025-09-17T14:18:02.717905,Network,ICMP,3-Tier
XECHK,10.164.144.57,,10.164.105.119,,,HTTPS,3358201,2717385,2025-09-17T14:18:02.718905,Network,HTTPS,Web + API Headless
XECHK,10.164.0.49,,10.164.15.29,,,ICMP,2995855,1279468,2025-09-17T14:18:02.718905,Network,ICMP,3-Tier
XECHK,2001:0db8:43be:f201:7c6a:f229:c96:2032,,2001:0db8:304b:31a0:dcb2:b566:a6a5:bc27,,,ICMP,382974,305264,2025-09-17T14:18:02.718905,Network,ICMP,3-Tier
XECHK,10.164.219.236,,10.100.32.175,,,TCP,1563069,2682781,2025-09-17T14:18:02.718905,Network,TCP,3-Tier
XECHK,10.164.77.170,,10.164.6.50,,,HTTPS,1901974,4812444,2025-09-17T14:18:02.718905,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:7d12:bd32:91e9:50c4:6f6b:3f30,,2001:0db8:0401:9948:3509:44c1:2c76:cbc6,,,HTTP,294491,1664998,2025-09-17T14:18:02.718905,Network,HTTP,Web + API Headless
XECHK,10.164.144.51,,10.164.105.89,,,UDP,3278177,1476681,2025-09-17T14:18:02.718905,Network,UDP,3-Tier
XECHK,10.164.105.154,,10.100.160.148,,,HTTP,2064898,2885624,2025-09-17T14:18:02.718905,Network,HTTP,Web + API Headless
XECHK,2001:0db8:7730:33b6:c29f:8e52:b459:bf3f,,2001:0db8:5347:bd88:b5e6:6b44:7821:6d29,,,UDP,1265003,3713785,2025-09-17T14:18:02.718905,Network,UDP,3-Tier
XECHK,10.164.145.180,,10.164.105.229,,,HTTPS,12146,2410493,2025-09-17T14:18:02.718905,Network,HTTPS,Web + API Headless
XECHK,10.164.145.219,,10.164.105.178,,,UDP,2970092,1891846,2025-09-17T14:18:02.718905,Network,UDP,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:d8b1:7409,,2001:0db8:5347:bd88:b5e6:6b44:2c99:da88,,,HTTPS,291774,3939007,2025-09-17T14:18:02.718905,Network,HTTPS,Web + API Headless
XECHK,10.164.145.24,,10.164.105.142,,,TCP,1572540,3264123,2025-09-17T14:18:02.718905,Network,TCP,3-Tier
XECHK,10.165.116.202,,10.164.106.196,,,UDP,3197375,323785,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,2001:0db8:eb39:3fe9:c1cf:2858:fb97:73f,,2001:0db8:6273:239c:1776:74af:4fdb:3fd6,,,HTTP,2971619,4644318,2025-09-17T14:18:02.719408,Network,HTTP,Web + API Headless
XECHK,10.164.145.229,,10.164.105.174,,,UDP,752159,4135742,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,10.164.77.237,,10.164.105.68,,,TLS,3376926,4013950,2025-09-17T14:18:02.719408,Network,TLS,3-Tier
XECHK,2001:0db8:cd65:8915:21e3:6c05:e29e:a60c,,2001:0db8:ff9b:ca90:eaee:4926:4315:867a,,,UDP,1817935,1281696,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,10.164.182.244,,10.164.27.131,,,HTTPS,2128862,1291782,2025-09-17T14:18:02.719408,Network,HTTPS,Web + API Headless
XECHK,10.164.145.144,,10.164.105.220,,,UDP,1544814,1498725,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,2001:0db8:36cd:4f96:8b71:9042:cf5f:b51d,,2001:0db8:683d:8728:fa20:8092:c109:1d44,,,UDP,2831639,1770729,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,10.164.99.168,,10.164.105.63,,,ICMP,4016568,2052406,2025-09-17T14:18:02.719408,Network,ICMP,3-Tier
XECHK,10.164.116.219,,10.164.101.137,,,ICMP,4125518,2313607,2025-09-17T14:18:02.719408,Network,ICMP,3-Tier
XECHK,2001:0db8:eb39:3fe9:c1cf:2858:33b:78fe,,2001:0db8:6273:239c:1776:74af:a169:f89c,,,UDP,2557806,1023817,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,10.164.168.39,,10.164.98.19,,,UDP,481135,4267635,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,10.164.145.170,,10.164.105.147,,,HTTP,3065187,3239178,2025-09-17T14:18:02.719408,Network,HTTP,Web + API Headless
XECHK,2001:0db8:8e45:4f9b:6e3d:ac56:8dbf:a0ae,,2001:0db8:c285:3184:b7cc:b01a:170e:f3c9,,,TLS,2109323,4770608,2025-09-17T14:18:02.719408,Network,TLS,3-Tier
XECHK,10.164.160.205,,10.164.22.169,,,HTTP,2245563,604354,2025-09-17T14:18:02.719408,Network,HTTP,Web + API Headless
XECHK,10.164.116.145,,10.164.104.173,,,HTTP,142026,4778145,2025-09-17T14:18:02.719408,Network,HTTP,Web + API Headless
XECHK,2001:0db8:ea19:a1e1:2524:04c4:c07f:2ec2,,2001:0db8:2582:6d22:87c8:43d1:a45f:6c4c,,,HTTP,4166411,3001247,2025-09-17T14:18:02.719408,Network,HTTP,Web + API Headless
XECHK,10.164.144.16,,10.164.105.1,,,TCP,1415586,3645862,2025-09-17T14:18:02.719408,Network,TCP,3-Tier
XECHK,10.164.159.171,,10.164.105.222,,,TCP,753542,1255732,2025-09-17T14:18:02.719408,Network,TCP,3-Tier
XECHK,2001:0db8:9645:de99:50fa:e84e:6750:2586,,2001:0db8:5b78:367b:98cd:65d7:dc28:7cbf,,,HTTPS,3882090,4462774,2025-09-17T14:18:02.719408,Network,HTTPS,Web + API Headless
XECHK,10.164.244.104,,10.164.105.134,,,TCP,3576787,4115227,2025-09-17T14:18:02.719408,Network,TCP,3-Tier
XECHK,10.165.154.60,,10.164.106.253,,,UDP,3266752,237751,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,2001:0db8:43be:f201:7c6a:f229:f347:ada0,,2001:0db8:304b:31a0:dcb2:b566:b46f:d738,,,UDP,1745071,4795680,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,10.164.23.52,,10.164.105.162,,,TLS,1580413,259216,2025-09-17T14:18:02.719408,Network,TLS,3-Tier
XECHK,10.165.116.173,,10.164.106.149,,,UDP,1046168,1214297,2025-09-17T14:18:02.719408,Network,UDP,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:3dfa:512c,,2001:0db8:e5fe:8e6f:0353:51be:b435:2375,,,TCP,2928708,4079495,2025-09-17T14:18:02.720411,Network,TCP,3-Tier
XECHK,10.164.145.70,,10.164.105.145,,,TLS,57977,419141,2025-09-17T14:18:02.720411,Network,TLS,3-Tier
XECHK,10.164.105.36,,10.100.160.144,,,TLS,4569940,3651412,2025-09-17T14:18:02.720411,Network,TLS,3-Tier
XECHK,2001:0db8:ef1d:1bbc:3263:1f08:9871:cd44,,2001:0db8:37f2:7f4f:6218:6163:e678:e549,,,TLS,3521650,1688879,2025-09-17T14:18:02.720411,Network,TLS,3-Tier
XECHK,10.164.145.228,,10.164.105.177,,,TLS,277244,193587,2025-09-17T14:18:02.720411,Network,TLS,3-Tier
XECHK,10.164.77.63,,10.164.50.179,,,TCP,3239217,2285253,2025-09-17T14:18:02.720411,Network,TCP,3-Tier
XECHK,2001:0db8:e8f6:920c:d894:f92c:5f79:da6e,,2001:0db8:97ea:6f76:1df1:1f35:e1fc:edc6,,,TCP,4743392,3004105,2025-09-17T14:18:02.720411,Network,TCP,3-Tier
XECHK,10.164.144.146,,10.164.105.58,,,TCP,3112052,4979379,2025-09-17T14:18:02.720411,Network,TCP,3-Tier
XECHK,10.164.94.185,,10.164.135.90,,,UDP,3469103,1731357,2025-09-17T14:18:02.720411,Network,UDP,3-Tier
XECHK,2001:0db8:03ae:2459:1e24:7537:7833:9973,,2001:0db8:a92d:2447:79db:8e94:a0c6:281f,,,HTTPS,4400194,4694390,2025-09-17T14:18:02.720411,Network,HTTPS,Web + API Headless
XECHK,10.164.145.157,,10.164.168.237,,,HTTP,2504510,2771859,2025-09-17T14:18:02.720411,Network,HTTP,Web + API Headless
XECHK,10.164.145.224,,10.164.56.237,,,TLS,2159409,612517,2025-09-17T14:18:02.720411,Network,TLS,3-Tier
XECHK,2001:0db8:9645:de99:50fa:e84e:ca81:3e1c,,2001:0db8:5b78:367b:98cd:65d7:7c23:7d3a,,,ICMP,2313676,4851494,2025-09-17T14:18:02.720411,Network,ICMP,3-Tier
XECHK,10.164.225.73,,10.164.105.70,,,TLS,4411135,4709205,2025-09-17T14:18:02.720411,Network,TLS,3-Tier
XECHK,10.164.151.38,,10.164.105.85,,,UDP,4001801,1833331,2025-09-17T14:18:02.720411,Network,UDP,3-Tier
XECHK,2001:0db8:e8f6:920c:d894:f92c:3313:8a0a,,2001:0db8:97ea:6f76:1df1:1f35:50bd:7f94,,,TCP,4790153,3737686,2025-09-17T14:18:02.720411,Network,TCP,3-Tier
XECHK,10.164.144.16,,10.164.105.30,,,TCP,2741794,2528179,2025-09-17T14:18:02.720411,Network,TCP,3-Tier
XECHK,10.165.161.90,,10.164.106.182,,,TLS,3964804,4912611,2025-09-17T14:18:02.720411,Network,TLS,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:1317:4056,,2001:0db8:5347:bd88:b5e6:6b44:533:7d26,,,TCP,2333387,4753898,2025-09-17T14:18:02.720411,Network,TCP,3-Tier
XECHK,10.164.77.218,,10.164.185.238,,,HTTPS,4752963,458282,2025-09-17T14:18:02.720411,Network,HTTPS,Web + API Headless
XECHK,10.164.105.37,,10.100.160.224,,,UDP,963201,1711812,2025-09-17T14:18:02.720411,Network,UDP,3-Tier
XECHK,2001:0db8:36cd:4f96:8b71:9042:aaa8:ec45,,2001:0db8:683d:8728:fa20:8092:b664:c976,,,HTTPS,4990629,3285231,2025-09-17T14:18:02.720411,Network,HTTPS,Web + API Headless
XECHK,10.164.145.85,,10.164.105.161,,,HTTP,4659041,3609349,2025-09-17T14:18:02.720411,Network,HTTP,Web + API Headless
XECHK,10.164.116.237,,10.164.104.56,,,TLS,3024261,4635329,2025-09-17T14:18:02.720411,Network,TLS,3-Tier
XECHK,2001:0db8:9645:de99:50fa:e84e:84cc:60d8,,2001:0db8:5b78:367b:98cd:65d7:cb08:a78e,,,HTTP,710229,608197,2025-09-17T14:18:02.720411,Network,HTTP,Web + API Headless
XECHK,10.164.145.240,,10.164.52.95,,,TLS,1598176,3417682,2025-09-17T14:18:02.721411,Network,TLS,3-Tier
XECHK,10.164.144.239,,10.164.63.35,,,UDP,3838150,2456007,2025-09-17T14:18:02.721411,Network,UDP,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:d02a:87be,,2001:0db8:7071:a608:1ca3:7545:372f:6a73,,,TCP,1946279,3781467,2025-09-17T14:18:02.721411,Network,TCP,3-Tier
XECHK,10.164.77.130,,10.164.105.173,,,HTTP,4532332,235252,2025-09-17T14:18:02.721411,Network,HTTP,Web + API Headless
XECHK,10.164.105.142,,10.164.104.254,,,TLS,1181888,4773996,2025-09-17T14:18:02.721411,Network,TLS,3-Tier
XECHK,2001:0db8:51e9:d825:2086:c500:19a9:c34a,,2001:0db8:80b9:05e0:3aa6:889d:2de9:4e54,,,ICMP,4087931,3675703,2025-09-17T14:18:02.721411,Network,ICMP,3-Tier
XECHK,10.164.145.17,,10.164.105.49,,,TLS,2672281,490475,2025-09-17T14:18:02.721411,Network,TLS,3-Tier
XECHK,10.164.144.59,,10.164.105.203,,,TCP,1359045,4690141,2025-09-17T14:18:02.721411,Network,TCP,3-Tier
XECHK,2001:0db8:19ac:f41d:509b:1d1f:d820:8f87,,2001:0db8:2315:22cb:786c:cebb:ad3a:c81c,,,UDP,2825265,1338040,2025-09-17T14:18:02.721411,Network,UDP,3-Tier
XECHK,10.164.254.52,,10.164.105.40,,,UDP,1143501,136445,2025-09-17T14:18:02.721411,Network,UDP,3-Tier
XECHK,10.164.144.85,,10.164.52.254,,,TCP,184468,1841160,2025-09-17T14:18:02.721411,Network,TCP,3-Tier
XECHK,2001:0db8:cd65:8915:21e3:6c05:d10b:81dc,,2001:0db8:ff9b:ca90:eaee:4926:e1c7:efd8,,,TCP,1030788,3588647,2025-09-17T14:18:02.721411,Network,TCP,3-Tier
XECHK,10.164.77.94,,10.164.105.3,,,HTTP,4013210,2914179,2025-09-17T14:18:02.721411,Network,HTTP,Web + API Headless
XECHK,10.164.145.64,,10.164.164.15,,,TLS,470381,656540,2025-09-17T14:18:02.721411,Network,TLS,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:8441:762f,,2001:0db8:7071:a608:1ca3:7545:575c:f9ab,,,UDP,1818722,2272281,2025-09-17T14:18:02.721411,Network,UDP,3-Tier
XECHK,10.164.75.12,,10.164.248.118,,,HTTPS,137651,762447,2025-09-17T14:18:02.721411,Network,HTTPS,Web + API Headless
XECHK,10.164.41.184,,10.164.105.170,,,TLS,3131666,490847,2025-09-17T14:18:02.721411,Network,TLS,3-Tier
XECHK,2001:0db8:43be:f201:7c6a:f229:8494:d3c1,,2001:0db8:304b:31a0:dcb2:b566:3403:ecd5,,,HTTP,4154173,2693907,2025-09-17T14:18:02.721411,Network,HTTP,Web + API Headless
XECHK,10.164.201.106,,10.164.105.214,,,UDP,420019,3240864,2025-09-17T14:18:02.721411,Network,UDP,3-Tier
XECHK,10.164.145.164,,10.164.105.138,,,HTTP,3935807,1244548,2025-09-17T14:18:02.721411,Network,HTTP,Web + API Headless
XECHK,2001:0db8:52b6:004a:a5f7:fa2a:5c19:20d0,,2001:0db8:b9d8:9d72:7a99:1da8:a220:4fa4,,,HTTPS,4906975,2879523,2025-09-17T14:18:02.721411,Network,HTTPS,Web + API Headless
XECHK,10.164.145.101,,10.164.105.73,,,HTTPS,1236956,2075587,2025-09-17T14:18:02.721411,Network,HTTPS,Web + API Headless
XECHK,10.165.116.64,,10.164.106.116,,,TCP,1563055,836793,2025-09-17T14:18:02.721411,Network,TCP,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:2c01:2b48,,2001:0db8:5347:bd88:b5e6:6b44:3d0b:1823,,,HTTPS,4307857,352216,2025-09-17T14:18:02.721411,Network,HTTPS,Web + API Headless
XECHK,10.164.145.179,,10.164.105.177,,,ICMP,419602,620402,2025-09-17T14:18:02.721411,Network,ICMP,3-Tier
XECHK,10.164.211.219,,10.164.9.125,,,ICMP,1267304,2957367,2025-09-17T14:18:02.721411,Network,ICMP,3-Tier
XECHK,2001:0db8:eb39:3fe9:c1cf:2858:b5bd:80ee,,2001:0db8:6273:239c:1776:74af:a2fd:5b3d,,,ICMP,917846,4144103,2025-09-17T14:18:02.721411,Network,ICMP,3-Tier
XECHK,10.164.231.45,,10.164.105.127,,,ICMP,2095450,1848311,2025-09-17T14:18:02.721411,Network,ICMP,3-Tier
XECHK,10.164.92.47,,10.164.36.220,,,TCP,1477832,3161733,2025-09-17T14:18:02.721411,Network,TCP,3-Tier
XECHK,2001:0db8:ea19:a1e1:2524:04c4:8576:a418,,2001:0db8:2582:6d22:87c8:43d1:627c:c3d7,,,UDP,12847,4526512,2025-09-17T14:18:02.721411,Network,UDP,3-Tier
XECHK,10.164.145.52,,10.164.105.76,,,TCP,4212987,4350237,2025-09-17T14:18:02.721411,Network,TCP,3-Tier
XECHK,10.165.116.131,,10.164.106.237,,,TLS,174763,1394471,2025-09-17T14:18:02.721411,Network,TLS,3-Tier
XECHK,2001:0db8:3900:0cce:8cd0:7d62:c14a:bf95,,2001:0db8:347a:2c83:d806:1045:248a:b2df,,,HTTPS,2627694,1589560,2025-09-17T14:18:02.721411,Network,HTTPS,Web + API Headless
XECHK,10.164.179.128,,10.164.109.232,,,ICMP,1755122,1342027,2025-09-17T14:18:02.721411,Network,ICMP,3-Tier
XECHK,10.164.47.107,,10.164.105.116,,,HTTP,1430427,1342528,2025-09-17T14:18:02.721411,Network,HTTP,Web + API Headless
XECHK,2001:0db8:2bda:f8d3:236f:4063:8fa:4ea6,,2001:0db8:548b:87b5:d8a5:6c70:293e:d633,,,HTTP,4553007,702451,2025-09-17T14:18:02.721411,Network,HTTP,Web + API Headless
XECHK,10.164.144.208,,10.164.105.8,,,HTTPS,1322814,1266119,2025-09-17T14:18:02.721411,Network,HTTPS,Web + API Headless
XECHK,10.164.236.30,,10.164.105.222,,,HTTP,352869,1272204,2025-09-17T14:18:02.721411,Network,HTTP,Web + API Headless
XECHK,2001:0db8:e8f6:920c:d894:f92c:a1b1:a2af,,2001:0db8:97ea:6f76:1df1:1f35:7716:cdf0,,,HTTP,3886410,1293466,2025-09-17T14:18:02.722914,Network,HTTP,Web + API Headless
XECHK,10.164.77.45,,10.164.195.186,,,UDP,3619586,3162564,2025-09-17T14:18:02.722914,Network,UDP,3-Tier
XECHK,10.164.116.86,,10.164.104.160,,,ICMP,4624209,2849327,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,2001:0db8:eb39:3fe9:c1cf:2858:68d6:6399,,2001:0db8:6273:239c:1776:74af:7231:36c4,,,ICMP,339498,366022,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,10.164.145.147,,10.164.219.218,,,UDP,702393,1483139,2025-09-17T14:18:02.722914,Network,UDP,3-Tier
XECHK,10.164.144.25,,10.164.105.45,,,TLS,2483836,4289813,2025-09-17T14:18:02.722914,Network,TLS,3-Tier
XECHK,2001:0db8:ea19:a1e1:2524:04c4:beb6:39ad,,2001:0db8:2582:6d22:87c8:43d1:def2:4eab,,,HTTPS,4494694,4190339,2025-09-17T14:18:02.722914,Network,HTTPS,Web + API Headless
XECHK,10.164.145.77,,10.164.105.27,,,TCP,2740897,2199222,2025-09-17T14:18:02.722914,Network,TCP,3-Tier
XECHK,10.164.105.100,,10.164.104.79,,,ICMP,357388,3257220,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:e26d:fee3,,2001:0db8:7071:a608:1ca3:7545:7d35:f5fc,,,TLS,2745726,3252604,2025-09-17T14:18:02.722914,Network,TLS,3-Tier
XECHK,10.164.145.73,,10.164.105.103,,,ICMP,4998076,3652133,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,10.164.46.56,,10.164.105.29,,,ICMP,1215126,1502144,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,2001:0db8:8e45:4f9b:6e3d:ac56:5db5:62f9,,2001:0db8:c285:3184:b7cc:b01a:9c7c:8c2,,,ICMP,381647,2385266,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,10.164.55.157,,10.164.105.204,,,TLS,4073687,4287448,2025-09-17T14:18:02.722914,Network,TLS,3-Tier
XECHK,10.164.144.24,,10.164.105.158,,,HTTP,4983548,2329591,2025-09-17T14:18:02.722914,Network,HTTP,Web + API Headless
XECHK,2001:0db8:e8f6:920c:d894:f92c:525f:316d,,2001:0db8:97ea:6f76:1df1:1f35:38c7:65f8,,,ICMP,167153,478460,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,10.164.145.225,,10.164.176.105,,,ICMP,18075,523548,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,10.164.105.90,,10.100.86.192,,,UDP,3322337,1581889,2025-09-17T14:18:02.722914,Network,UDP,3-Tier
XECHK,2001:0db8:eb39:3fe9:c1cf:2858:a4be:1f8,,2001:0db8:6273:239c:1776:74af:a73d:17c3,,,UDP,2049300,4441633,2025-09-17T14:18:02.722914,Network,UDP,3-Tier
XECHK,10.164.145.141,,10.164.105.240,,,ICMP,3506049,1433948,2025-09-17T14:18:02.722914,Network,ICMP,3-Tier
XECHK,10.164.105.16,,10.164.104.137,,,UDP,3658872,2047570,2025-09-17T14:18:02.722914,Network,UDP,3-Tier
XECHK,2001:0db8:7e45:8686:db5b:cc7e:69e2:5ac8,,2001:0db8:46d3:fcae:2e8b:181f:685e:c54e,,,UDP,3418633,698986,2025-09-17T14:18:02.722914,Network,UDP,3-Tier
XECHK,10.165.116.87,,10.164.106.227,,,HTTPS,3376534,1485261,2025-09-17T14:18:02.722914,Network,HTTPS,Web + API Headless
XECHK,10.164.111.117,,10.164.105.142,,,TCP,624191,1592961,2025-09-17T14:18:02.722914,Network,TCP,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:66f9:504e,,2001:0db8:5347:bd88:b5e6:6b44:4e01:7383,,,TCP,4534781,4262466,2025-09-17T14:18:02.722914,Network,TCP,3-Tier
XECHK,10.164.145.90,,10.164.105.119,,,ICMP,4432362,4000481,2025-09-17T14:18:02.723918,Network,ICMP,3-Tier
XECHK,10.164.145.182,,10.164.105.189,,,TCP,4045845,4135853,2025-09-17T14:18:02.723918,Network,TCP,3-Tier
XECHK,2001:0db8:cc48:bf30:e04e:e729:163e:30a0,,2001:0db8:730b:20c8:ad19:0ac5:bd8f:d850,,,HTTPS,52829,4515169,2025-09-17T14:18:02.723918,Network,HTTPS,Web + API Headless
XECHK,10.165.116.26,,10.164.197.209,,,TCP,1069207,3918425,2025-09-17T14:18:02.723918,Network,TCP,3-Tier
XECHK,10.164.77.245,,10.164.105.118,,,ICMP,2955869,4978174,2025-09-17T14:18:02.723918,Network,ICMP,3-Tier
XECHK,2001:0db8:03ae:2459:1e24:7537:990a:7e70,,2001:0db8:a92d:2447:79db:8e94:feb5:b32b,,,UDP,139755,1264155,2025-09-17T14:18:02.723918,Network,UDP,3-Tier
XECHK,10.164.145.97,,10.164.105.245,,,HTTPS,1433099,2968944,2025-09-17T14:18:02.723918,Network,HTTPS,Web + API Headless
XECHK,10.164.144.36,,10.164.105.53,,,HTTPS,4743994,1363412,2025-09-17T14:18:02.723918,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:52b6:004a:a5f7:fa2a:7270:a6fd,,2001:0db8:b9d8:9d72:7a99:1da8:decc:8bb0,,,ICMP,75969,3727574,2025-09-17T14:18:02.723918,Network,ICMP,3-Tier
XECHK,10.164.220.227,,10.164.68.156,,,ICMP,1197416,3456354,2025-09-17T14:18:02.723918,Network,ICMP,3-Tier
XECHK,10.164.77.152,,10.164.112.78,,,HTTPS,3325085,4063903,2025-09-17T14:18:02.723918,Network,HTTPS,Web + API Headless
XECHK,2001:0db8:3900:0cce:8cd0:7d62:ea21:1f8,,2001:0db8:347a:2c83:d806:1045:fefd:9d2e,,,TLS,2952514,4789915,2025-09-17T14:18:02.723918,Network,TLS,3-Tier
XECHK,10.164.244.104,,10.164.155.131,,,HTTPS,944292,3447527,2025-09-17T14:18:02.723918,Network,HTTPS,Web + API Headless
XECHK,10.164.117.63,,10.164.105.133,,,TLS,3344469,4878385,2025-09-17T14:18:02.723918,Network,TLS,3-Tier
