application,source_ip,source_hostname,destination_ip,destination_hostname,protocol,port,bytes_in,bytes_out,timestamp,behavior,info,service_category,service_type,business_function,archetype
XECHK,2001:0db8:579f:7d57:53a9:ecad:d02a:87be,,2001:0db8:7071:a608:1ca3:7545:372f:6a73,,TCP,,1946279,3781467,2025-09-18T14:16:35.478461,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:d12:53f0,,2001:0db8:7071:a608:1ca3:7545:dd6e:b842,,HTTP,80,1820644,1591130,2025-09-18T14:16:35.513686,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:df62:6371,,2001:0db8:7071:a608:1ca3:7545:b278:82b1,,HTTPS,443,4099057,3088722,2025-09-18T14:16:35.376719,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:dfb0:c07e,,2001:0db8:7071:a608:1ca3:7545:46f7:312c,,HTTPS,443,2628019,4226507,2025-09-18T14:16:35.399148,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:e496:9377,,2001:0db8:7071:a608:1ca3:7545:60bd:f241,,UDP,,4739527,586318,2025-09-18T14:16:35.613397,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:e878:adfb,,2001:0db8:7071:a608:1ca3:7545:aff:dd63,,HTTP,80,2464888,53500,2025-09-18T14:16:35.411200,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:e910:85b5,,2001:0db8:7071:a608:1ca3:7545:9ada:9934,,UDP,,1577070,2745911,2025-09-18T14:16:35.546238,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:ed2:9953,,2001:0db8:7071:a608:1ca3:7545:a614:178c,,TCP,,3007208,3144594,2025-09-18T14:16:35.326191,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:ee1:50eb,,2001:0db8:7071:a608:1ca3:7545:3b6c:f859,,TCP,,3731628,4972183,2025-09-18T14:16:35.356955,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:f26:5fd6,,2001:0db8:7071:a608:1ca3:7545:d390:5c40,,HTTPS,443,4610520,116920,2025-09-18T14:16:35.500413,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:579f:7d57:53a9:ecad:f32:6f6e,,2001:0db8:7071:a608:1ca3:7545:aef5:6b7a,,HTTP,80,957146,687361,2025-09-18T14:16:35.486503,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:2d5e:87d5,,2001:0db8:e5fe:8e6f:0353:51be:246e:1fc8,,HTTP,80,1816418,316427,2025-09-18T14:16:35.526685,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:2f92:bb97,,2001:0db8:e5fe:8e6f:0353:51be:7a09:6014,,HTTP,80,1927645,3725904,2025-09-18T14:16:35.572844,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:30c0:d602,,2001:0db8:e5fe:8e6f:0353:51be:3665:18f5,,HTTPS,443,2042982,1775618,2025-09-18T14:16:35.529794,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:3183:4d60,,2001:0db8:e5fe:8e6f:0353:51be:b005:2be1,,HTTPS,443,4947183,1908715,2025-09-18T14:16:35.340555,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:321a:e2be,,2001:0db8:e5fe:8e6f:0353:51be:ee6f:ee93,,HTTP,80,1621761,2653541,2025-09-18T14:16:35.570065,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:346f:92de,,2001:0db8:e5fe:8e6f:0353:51be:f640:21c5,,TCP,,3226391,405115,2025-09-18T14:16:35.618774,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:347d:a41,,2001:0db8:e5fe:8e6f:0353:51be:f844:cbbe,,TCP,,2374928,2529083,2025-09-18T14:16:35.404283,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:3b3:883b,,2001:0db8:e5fe:8e6f:0353:51be:3195:156e,,UDP,,61117,3151513,2025-09-18T14:16:35.377714,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:3de8:9647,,2001:0db8:e5fe:8e6f:0353:51be:32ff:66e6,,HTTP,80,3329183,4145873,2025-09-18T14:16:35.628707,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:3dfa:512c,,2001:0db8:e5fe:8e6f:0353:51be:b435:2375,,TCP,,2928708,4079495,2025-09-18T14:16:35.475595,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:3f08:d84c,,2001:0db8:e5fe:8e6f:0353:51be:52eb:b940,,HTTP,80,4677087,4151362,2025-09-18T14:16:35.448084,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:3fb7:9a16,,2001:0db8:e5fe:8e6f:0353:51be:799b:10a8,,TCP,,2494315,4451922,2025-09-18T14:16:35.588956,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:4318:ac6c,,2001:0db8:e5fe:8e6f:0353:51be:4efa:c0e1,,UDP,,1388843,3671670,2025-09-18T14:16:35.329191,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:50b:1ea8,,2001:0db8:e5fe:8e6f:0353:51be:acda:390d,,HTTPS,443,2325302,2384142,2025-09-18T14:16:35.423281,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:5b1b:ef7,,2001:0db8:e5fe:8e6f:0353:51be:ccf5:7d07,,HTTPS,443,1192363,3557715,2025-09-18T14:16:35.571837,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:605c:b102,,2001:0db8:e5fe:8e6f:0353:51be:ef9c:5c97,,UDP,,253495,780274,2025-09-18T14:16:35.627704,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:633:9b17,,2001:0db8:e5fe:8e6f:0353:51be:6394:4410,,HTTP,80,1624773,3503190,2025-09-18T14:16:35.425881,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:6b7d:b760,,2001:0db8:e5fe:8e6f:0353:51be:d0fe:cc83,,HTTPS,443,1628617,1141075,2025-09-18T14:16:35.579866,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:7cb5:aac1,,2001:0db8:e5fe:8e6f:0353:51be:6910:4079,,TCP,,4649231,1737961,2025-09-18T14:16:35.327191,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:7dc3:d2d6,,2001:0db8:e5fe:8e6f:0353:51be:7829:5ea1,,HTTP,80,2588430,121130,2025-09-18T14:16:35.539801,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:802:d6a6,,2001:0db8:e5fe:8e6f:0353:51be:6983:7b38,,TCP,,4982564,281858,2025-09-18T14:16:35.333382,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:858f:2b85,,2001:0db8:e5fe:8e6f:0353:51be:2a00:e170,,TCP,,1802851,4392470,2025-09-18T14:16:35.541928,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:8f3e:2ce9,,2001:0db8:e5fe:8e6f:0353:51be:4643:c41a,,HTTP,80,4411048,2090202,2025-09-18T14:16:35.339551,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:9e73:fc9c,,2001:0db8:e5fe:8e6f:0353:51be:3414:e1b,,UDP,,699261,840042,2025-09-18T14:16:35.464083,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:a563:565f,,2001:0db8:e5fe:8e6f:0353:51be:481d:1877,,HTTP,80,4280643,360920,2025-09-18T14:16:35.438577,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:a62a:5d3d,,2001:0db8:e5fe:8e6f:0353:51be:fd9a:b6df,,HTTPS,443,1138182,499889,2025-09-18T14:16:35.583386,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:a736:272f,,2001:0db8:e5fe:8e6f:0353:51be:139a:bedf,,UDP,,848478,3203918,2025-09-18T14:16:35.407899,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:a86c:8286,,2001:0db8:e5fe:8e6f:0353:51be:10ff:6383,,HTTP,80,1925758,2726495,2025-09-18T14:16:35.457448,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:b1be:76e8,,2001:0db8:e5fe:8e6f:0353:51be:7306:cdff,,TCP,,1329906,4237171,2025-09-18T14:16:35.625575,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:b8ea:8b9b,,2001:0db8:e5fe:8e6f:0353:51be:b643:d6ca,,TCP,,2446855,4442910,2025-09-18T14:16:35.358955,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:c6c0:3222,,2001:0db8:e5fe:8e6f:0353:51be:7840:d2f8,,HTTP,80,1501120,1205452,2025-09-18T14:16:35.625575,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:cead:19c7,,2001:0db8:e5fe:8e6f:0353:51be:c93c:6738,,HTTPS,443,1072746,1655947,2025-09-18T14:16:35.491502,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:cfc:62dd,,2001:0db8:e5fe:8e6f:0353:51be:fa7c:7a1a,,HTTP,80,4534679,2581633,2025-09-18T14:16:35.355955,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:d39c:334d,,2001:0db8:e5fe:8e6f:0353:51be:f1de:a91c,,TCP,,1153357,43665,2025-09-18T14:16:35.332379,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:d563:3b48,,2001:0db8:e5fe:8e6f:0353:51be:c2b0:e37d,,TCP,,2120322,3979724,2025-09-18T14:16:35.342555,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:d7f4:569,,2001:0db8:e5fe:8e6f:0353:51be:def8:f761,,TCP,,1990299,3901172,2025-09-18T14:16:35.557882,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:db54:b1c4,,2001:0db8:e5fe:8e6f:0353:51be:234e:bdbb,,HTTPS,443,2862654,106333,2025-09-18T14:16:35.324187,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:dc5b:195d,,2001:0db8:e5fe:8e6f:0353:51be:441e:1603,,HTTP,80,4135755,2477152,2025-09-18T14:16:35.512680,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:eecd:853c,,2001:0db8:e5fe:8e6f:0353:51be:2848:ecc,,TCP,,2059727,2581080,2025-09-18T14:16:35.545237,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:ef47:5f17,,2001:0db8:e5fe:8e6f:0353:51be:ce95:ed8,,HTTPS,443,2803002,3630061,2025-09-18T14:16:35.587957,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:f0e5:59b2,,2001:0db8:e5fe:8e6f:0353:51be:8e6a:e26b,,UDP,,3656668,4125094,2025-09-18T14:16:35.326191,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:f517:7377,,2001:0db8:e5fe:8e6f:0353:51be:1598:15b4,,UDP,,1951940,1280559,2025-09-18T14:16:35.419616,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:fc1e:540c,,2001:0db8:e5fe:8e6f:0353:51be:d184:47e8,,TCP,,1643708,1573428,2025-09-18T14:16:35.344064,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:fdbc:8b75,,2001:0db8:e5fe:8e6f:0353:51be:ab4e:362c,,HTTPS,443,2642217,989371,2025-09-18T14:16:35.626575,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:6ff1:771f:0d96:65ce:ffc6:2697,,2001:0db8:e5fe:8e6f:0353:51be:8368:3454,,TCP,,4629124,1980631,2025-09-18T14:16:35.583386,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:1317:4056,,2001:0db8:5347:bd88:b5e6:6b44:533:7d26,,TCP,,2333387,4753898,2025-09-18T14:16:35.476595,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:19d0:3552,,2001:0db8:5347:bd88:b5e6:6b44:ea0d:e02a,,TCP,,854731,4718564,2025-09-18T14:16:35.365462,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:1b8b:aa92,,2001:0db8:5347:bd88:b5e6:6b44:9e59:2e48,,UDP,,2903517,3848167,2025-09-18T14:16:35.406406,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:1e2c:c253,,2001:0db8:5347:bd88:b5e6:6b44:5504:f16c,,TCP,,2297585,4499056,2025-09-18T14:16:35.525689,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:226:6949,,2001:0db8:5347:bd88:b5e6:6b44:b334:80cf,,UDP,,3792825,4234782,2025-09-18T14:16:35.616402,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:2612:d812,,2001:0db8:5347:bd88:b5e6:6b44:8577:828b,,HTTP,80,1370222,3356141,2025-09-18T14:16:35.381730,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:27c:7f92,,2001:0db8:5347:bd88:b5e6:6b44:aecd:dc1,,HTTP,80,4244394,4832937,2025-09-18T14:16:35.610880,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:2c01:2b48,,2001:0db8:5347:bd88:b5e6:6b44:3d0b:1823,,HTTPS,443,4307857,352216,2025-09-18T14:16:35.479467,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:2c97:fef0,,2001:0db8:5347:bd88:b5e6:6b44:ef00:9a4a,,UDP,,970582,4044922,2025-09-18T14:16:35.377714,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:2d05:916,,2001:0db8:5347:bd88:b5e6:6b44:fe88:e8a0,,TCP,,224475,3527565,2025-09-18T14:16:35.631704,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:2ecc:5ea2,,2001:0db8:5347:bd88:b5e6:6b44:f1d1:22cf,,UDP,,1201334,3886763,2025-09-18T14:16:35.484496,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:35d3:eede,,2001:0db8:5347:bd88:b5e6:6b44:c9b3:a81e,,TCP,,1848434,1772240,2025-09-18T14:16:35.570065,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:3f08:e118,,2001:0db8:5347:bd88:b5e6:6b44:d04:c00e,,HTTP,80,1749932,3191365,2025-09-18T14:16:35.411200,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:424a:c65b,,2001:0db8:5347:bd88:b5e6:6b44:c6b3:e458,,TCP,,3273683,3246140,2025-09-18T14:16:35.583386,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:442b:c3f4,,2001:0db8:5347:bd88:b5e6:6b44:2306:4924,,HTTPS,443,71291,1376909,2025-09-18T14:16:35.337382,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:45f4:4578,,2001:0db8:5347:bd88:b5e6:6b44:1320:8e45,,TCP,,1947256,4925203,2025-09-18T14:16:35.524689,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:4dee:2ee6,,2001:0db8:5347:bd88:b5e6:6b44:71ea:468a,,HTTPS,443,2424389,9667,2025-09-18T14:16:35.493501,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:58ec:2efb,,2001:0db8:5347:bd88:b5e6:6b44:78fd:68a3,,HTTPS,443,3575758,3918302,2025-09-18T14:16:35.374711,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:62f2:53db,,2001:0db8:5347:bd88:b5e6:6b44:1080:73da,,HTTP,80,126148,2263938,2025-09-18T14:16:35.352063,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:656d:fd07,,2001:0db8:5347:bd88:b5e6:6b44:e87b:5c1d,,TCP,,1013450,3511886,2025-09-18T14:16:35.403284,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:66f9:504e,,2001:0db8:5347:bd88:b5e6:6b44:4e01:7383,,TCP,,4534781,4262466,2025-09-18T14:16:35.481466,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:68b5:ae93,,2001:0db8:5347:bd88:b5e6:6b44:ec8e:50af,,UDP,,3223511,3607280,2025-09-18T14:16:35.531801,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:6f52:720f,,2001:0db8:5347:bd88:b5e6:6b44:8bb9:a8f0,,HTTP,80,2568580,1372441,2025-09-18T14:16:35.561888,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:7424:79ff,,2001:0db8:5347:bd88:b5e6:6b44:e661:4c7d,,TCP,,4826578,1658662,2025-09-18T14:16:35.561888,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:835d:19da,,2001:0db8:5347:bd88:b5e6:6b44:c61e:5f3a,,UDP,,3445644,4728653,2025-09-18T14:16:35.507410,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:8dce:7edd,,2001:0db8:5347:bd88:b5e6:6b44:7f0f:2b22,,HTTPS,443,2390288,225219,2025-09-18T14:16:35.337382,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:91c4:8f5,,2001:0db8:5347:bd88:b5e6:6b44:b07a:192,,HTTP,80,988422,1195209,2025-09-18T14:16:35.436064,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:a964:1849,,2001:0db8:5347:bd88:b5e6:6b44:1b2c:ab01,,HTTP,80,2321329,420645,2025-09-18T14:16:35.464083,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:a96b:ebe9,,2001:0db8:5347:bd88:b5e6:6b44:3e73:362f,,TCP,,1163825,1673906,2025-09-18T14:16:35.418616,Network,TCP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:b177:35e1,,2001:0db8:5347:bd88:b5e6:6b44:bee5:9659,,HTTP,80,2675834,3650231,2025-09-18T14:16:35.460966,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:b459:bf3f,,2001:0db8:5347:bd88:b5e6:6b44:7821:6d29,,UDP,,1265003,3713785,2025-09-18T14:16:35.473082,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:b781:7a8e,,2001:0db8:5347:bd88:b5e6:6b44:d153:2f9a,,HTTP,80,472440,4734725,2025-09-18T14:16:35.550238,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:b89e:dc5a,,2001:0db8:5347:bd88:b5e6:6b44:6e15:6812,,HTTPS,443,3028547,3853710,2025-09-18T14:16:35.579866,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:baa3:c27d,,2001:0db8:5347:bd88:b5e6:6b44:eaf4:647e,,HTTPS,443,1529434,1067097,2025-09-18T14:16:35.532801,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:bbb:245f,,2001:0db8:5347:bd88:b5e6:6b44:2de7:52e4,,HTTP,80,621187,3940131,2025-09-18T14:16:35.469083,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:bee8:819,,2001:0db8:5347:bd88:b5e6:6b44:bcdb:442e,,HTTP,80,4917324,3145317,2025-09-18T14:16:35.546238,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:c15d:279b,,2001:0db8:5347:bd88:b5e6:6b44:ced9:5636,,UDP,,2635999,2963605,2025-09-18T14:16:35.424389,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:c927:19dd,,2001:0db8:5347:bd88:b5e6:6b44:2e1f:e427,,UDP,,2431076,3308016,2025-09-18T14:16:35.351063,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:c9ce:a07c,,2001:0db8:5347:bd88:b5e6:6b44:8e46:7b24,,UDP,,269236,1127857,2025-09-18T14:16:35.522688,Network,UDP,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:cfb6:34b3,,2001:0db8:5347:bd88:b5e6:6b44:a6d8:36c6,,HTTPS,443,595153,2534550,2025-09-18T14:16:35.354447,Network,HTTPS:443,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
XECHK,2001:0db8:7730:33b6:c29f:8e52:d77b:c60f,,2001:0db8:5347:bd88:b5e6:6b44:5875:bb17,,HTTP,80,612499,140200,2025-09-18T14:16:35.337382,Network,HTTP:80,INFRASTRUCTURE,load_balancer,Load balancers and traffic distributors,3-Tier
